Company,Average Growth (%),Price Volatility (Std Dev)
AMD,-0.25351999999999997,15.268976131514538
INTC,-0.25048000000000004,1.8286940645824907
NVDA,-0.03432000000000002,12.59665121990903
QCOM,-0.10111999999999999,6.055046924942987
